Text,Types
"this happened last month when i was going back home from college and it was raining heavily and trains were empty so after i entered the train it occurred to me that i was the only person in that dabba, there was a another boggie beside where few men were standing and during the course of travel i could sense someone staring at me continuously, when i looked around i saw a guy around late 20's staring at me, even when i looked at him he wont stop staring and would give these ugly smiles which would freak me out i eventually started ignoring.",Ogling/Facial Expressions/Staring
"chain snatching by two bikers, only rider wearing helmet at 11 am. Snatched chain from my friend when I was with her. Police didn't take any action.",Chain Snatching
I see some guyz tease girls in bharat talkies square,Catcalls/Whistles
"On my way to my coaching, a person constantly stalked me everyday for over a month.",Commenting
in a huge crowd at rajiv chowk metro a person tried to grope me and due to crowd I was unable to identify.,Touching /Groping
"While having snacks in the marketplace, a boy touched my waistline indecently.",Touching /Groping
"My mother was going to the market, and the chain snatcher came and stole the chain from her neck.",Taking pictures
"in the night,there is extremely poor streest lighting and very unsafe to cross  the ground",Poor / No Street Lighting
"It was bright day time, when two bikers snatched my chain, even though it's artificial but it feels unsafe to travel in the city",Chain Snatching
i was in my colony when some boys came and commented something bad about me,Commenting
"Ogling, Groping",Ogling/Facial Expressions/Staring
i was in my colony when few boys started commenting on me and then i left.,Commenting
"Ogling, Groping",Ogling/Facial Expressions/Staring
"Ogling, Groping",Ogling/Facial Expressions/Staring
i came out of apna bazzar and i was waiting for an auto and on a bike a guy starts whistling,Catcalls/Whistles
The poor lighting conditions in this area gives rise to many petty crimes against the girls of the society.,Commenting
The poor lighting conditions in this area gives rise to many petty crimes against the girls of the society.,Commenting
My mobile was robbed. This has become a trend in local trains and a lot at Nerul station.,Chain Snatching
whistling and kissing actions,Catcalls/Whistles
"While on the way for purchasing books,i was in the bus and my wallet was in the bag and when i depart at the bus stand i got to know that my wallet is no more in the bag",Others
obscene comments and staring,Commenting
This survey is carried out by safecity (Red Dot Foundation) along with its safecity audit at street market in Mumbai.,Touching /Groping
This survey is carried out by safecity (Red Dot Foundation) along with its safecity audit at street market in Mumbai.,Catcalls/Whistles
This survey is carried out by safecity (Red Dot Foundation) along with its safecity audit at street market in Mumbai.,Commenting
happened near a bus stop when 2 men started harassing me and my friend,Ogling/Facial Expressions/Staring
"Touching, groping & hitting",Touching /Groping
"I was returning from college to home,there was a boy who was playing with his private parts showing to me.I was so scared and I run from there and told the incident to my friends.My friends also told me that the same guy always does that in that same place .",Indecent exposure
Ogling/Facial Expressions.,Catcalls/Whistles
I was in a rickshaw when suddenly two guys started following me on a bike. They started whistling and passing inappropriate comments.,Catcalls/Whistles
Commenting,Commenting
Indecent exposure,Touching /Groping
"I was walking towards the station around 8:30 am, this guy on his bike drove real close to me and touched my hand and his expressions were also so cheap",Commenting
This street is home to several people and the lighting condition here is horrible. There are barely any street lights and the little amount of light that is found comes from the shops' lights. Even the roads are not good and get flooded by a little drizzle.,Poor / No Street Lighting
I was in a rickshaw when suddenly two boys started following me on a bike and were  whistling and passing cheap comments,Catcalls/Whistles
i was with two of my friends and two guys in their late teens wereclicking pics anf following us,Stalking
Hooted and commented on.,Catcalls/Whistles
"i just came out of natures basket, and suddenly a guy says"" chalo aapko ghar le jata hoon""",Commenting
whistling near wadala,Catcalls/Whistles
"snatched my chain,near the mandir",Chain Snatching
"while shopping at linking road once. i was trying to buy stuff from a crowded market,where a guy was trying to touch my hand on purpose.",Touching /Groping
people tend to comment at you when in train.,Catcalls/Whistles
shamelssly clicking pictures of women,Taking pictures
"One of his group member were handicap. Some of his other friends teases him. They called him \""Chakka\"". They purposely teasing him and disturbing his study. They abuse him sexually. Sometimes they beat him.  Because of this, his friend get frustrated and leave the pune.",Touching /Groping
A person pinched my butt at the station as it was crowded.,Touching /Groping
Me and my friends were coming back from our internship and going towards the Dwarka sector 10 metro station. There is a wine and beer shop where a lot of men hang around and pass comments and behave indecently.,Commenting
"while going to school, someone commented indecent things to the victim and also stalked her later.",Commenting
"He is working in call centre. When new ladies employee are recruited ,other male employee look at them with the wrong intention. He and his faculty started scolding them about their behaviour.",Ogling/Facial Expressions/Staring
Unwanted commenting when asked for a seat from a guy.,Commenting
I was on my regular evening walk when some guys started following me. They started clicking my pictures and passing inappropriate comments.,Catcalls/Whistles
"In afternoon, at old delhi railway station",Chain Snatching
A man took pictures of me without my consent.,Taking pictures
I was called names at my village Zanskar,Catcalls/Whistles
"When I went to my husbands house to resolve the matter(fight) along with my brother on 15th June 2016 around 7 30PM. It has just been 4 months for our marriage. He came from out and just started shouting telling my brother to get lost from the house,when I said don't you say that to my brother he in turn told me to get out of the house. After this he started abusing filthy to me and brother and he pulled my brother and started pushing and throwing out of house. I went in between to stop him pushing my brother but he pushed me,harassed me,his parents were also involved in this. All 3 of them i.e husband,father in law and mother in law started pushing me out of the house.when I tried to pack my bags they were fifthly abusing me and my parents.i was packing my bags and they just started throwing the bags out of the house in the rain. He even kicked the bags which hit me while I was picking the thrown bags outside. such a rude behavior and this is not the first time he has abused me.a lot of times he has verbally abused me saying mother fucker,rand, chinal, and he has pushed me several times. I have filed an FIR complaint with the police for my and my family's safety. I hope you people help me to give him the right pusinhment. my husband's name is Harish Kumar, working in NetApp. Father in law's name is Maruti Rao and mother in law's name is Indumati. I look forward for your help.",Others
